hTeam,vteam,hScore,vScore
Minnesota Wild,Chicago Blackhawks,5,4
NY Islanders Islanders,Washington Capitals,4,3
Carolina Hurricanes,Pittsburgh Penguins,3,2
Toronto Maple Leafs,NY Rangers Rangers,2,4
Carolina Hurricanes,Toronto Maple Leafs,4,5
NY Islanders Islanders,Florida Panthers,0,3
Ottawa Senators,Carolina Hurricanes,4,2
Vancouver Canucks,Washington Capitals,6,2
Chicago Blackhawks,Tampa Bay Lightning,1,0
Dallas Stars,Florida Panthers,2,6
Pittsburgh Penguins,Colorado Avalanche,3,4
Philadelphia Flyers,Carolina Hurricanes,4,3
Montreal Canadiens,St Louis Blues,2,4
Ottawa Senators,New Jersey Devils,4,5
Vancouver Canucks,Philadelphia Flyers,2,3
San Jose Sharks,Nashville Predators,1,2
Tampa Bay Lightning,Ottawa Senators,4,1
Montreal Canadiens,Boston Bruins,3,3
Calgary Flames,Colorado Avalanche,3,3
Toronto Maple Leafs,Boston Bruins,4,1
Ottawa Senators,NY Islanders Islanders,1,2
Minnesota Wild,St Louis Blues,3,2
Toronto Maple Leafs,Detroit Red Wings,2,3
San Diego Sockers,Washington Capitals,4,0
Chicago Blackhawks,San Diego Sockers,1,0
Buffalo Sabres,Winnipeg Jets,4,7
Minnesota Wild,Vancouver Canucks,2,3
San Jose Sharks,Edmonton Oilers,1,4
Edmonton Oilers,Philadelphia Flyers,4,2
New Jersey Devils,Detroit Red Wings,3,2
Carolina Hurricanes,Philadelphia Flyers,3,1
Pittsburgh Penguins,Washington Capitals,1,4
Columbus Blue Jackets,Detroit Red Wings,1,3
Pittsburgh Penguins,Calgary Flames,2,4
NY Islanders Islanders,NY Rangers Rangers,4,2
Carolina Hurricanes,Nashville Predators,1,2
Washington Capitals,Pittsburgh Penguins,4,1
NY Islanders Islanders,Dallas Stars,2,5
Boston Bruins,Philadelphia Flyers,3,2
Buffalo Sabres,Montreal Canadiens,2,1
Nashville Predators,St Louis Blues,4,3
NY Rangers Rangers,Dallas Stars,6,2
Carolina Hurricanes,Dallas Stars,5,1
Detroit Red Wings,Columbus Blue Jackets,1,1
Montreal Canadiens,San Jose Sharks,2,4
NY Islanders Islanders,Arizona Coyotes,3,2
Philadelphia Flyers,Boston Bruins,3,2
Carolina Hurricanes,Detroit Red Wings,3,4
Carolina Hurricanes,Tampa Bay Lightning,2,4
Los Angeles Kings,Montreal Canadiens,5,1
Colorado Avalanche,Carolina Hurricanes,3,1
Columbus Blue Jackets,Montreal Canadiens,10,0
Montreal Canadiens,Chicago Blackhawks,1,2
Vancouver Canucks,Los Angeles Kings,3,4
Los Angeles Kings,Edmonton Oilers,4,3
Boston Bruins,Los Angeles Kings,2,9
Buffalo Sabres,Vancouver Canucks,2,4
Nashville Predators,Arizona Coyotes,5,2
Vancouver Canucks,NY Rangers Rangers,2,1
Pittsburgh Penguins,Toronto Maple Leafs,2,2
San Diego Sockers,Toronto Maple Leafs,1,3
Dallas Stars,Vancouver Canucks,0,6
Tampa Bay Lightning,Chicago Blackhawks,3,2
Florida Panthers,St Louis Blues,3,6
Florida Panthers,NY Islanders Islanders,3,2
Winnipeg Jets,Los Angeles Kings,3,4
Arizona Coyotes,Minnesota Wild,1,3
Ottawa Senators,NY Islanders Islanders,3,4
St Louis Blues,New Jersey Devils,2,2
NY Islanders Islanders,Toronto Maple Leafs,5,1
NY Islanders Islanders,Ottawa Senators,2,6
Minnesota Wild,Los Angeles Kings,6,3
Arizona Coyotes,Winnipeg Jets,1,4
New Jersey Devils,Ottawa Senators,0,3
Pittsburgh Penguins,Los Angeles Kings,2,2
Colorado Avalanche,San Diego Sockers,1,4
Philadelphia Flyers,Montreal Canadiens,5,3
Florida Panthers,Colorado Avalanche,3,7
Dallas Stars,Nashville Predators,5,2
Vancouver Canucks,Nashville Predators,1,0
Calgary Flames,San Jose Sharks,4,7
Dallas Stars,Los Angeles Kings,0,3
Buffalo Sabres,Toronto Maple Leafs,2,5
Florida Panthers,Ottawa Senators,3,5
NY Islanders Islanders,Chicago Blackhawks,2,3
St Louis Blues,Arizona Coyotes,5,2
Boston Bruins,Montreal Canadiens,2,4
Dallas Stars,Toronto Maple Leafs,6,3
Nashville Predators,Colorado Avalanche,2,3
Florida Panthers,Boston Bruins,0,4
Chicago Blackhawks,Pittsburgh Penguins,4,1
San Diego Sockers,Vancouver Canucks,4,2
New Jersey Devils,Arizona Coyotes,3,2
Chicago Blackhawks,Colorado Avalanche,2,1
Pittsburgh Penguins,Boston Bruins,5,1
Winnipeg Jets,Pittsburgh Penguins,4,7
Pittsburgh Penguins,Buffalo Sabres,5,1
Boston Bruins,Carolina Hurricanes,2,3
Winnipeg Jets,Pittsburgh Penguins,7,1
San Jose Sharks,San Diego Sockers,2,3
Vancouver Canucks,Calgary Flames,2,1
Toronto Maple Leafs,NY Islanders Islanders,7,1
Arizona Coyotes,St Louis Blues,1,3
Buffalo Sabres,Arizona Coyotes,6,3
Florida Panthers,Nashville Predators,2,1
San Diego Sockers,Buffalo Sabres,1,3
Toronto Maple Leafs,Chicago Blackhawks,4,3
Columbus Blue Jackets,NY Rangers Rangers,4,2
Detroit Red Wings,Winnipeg Jets,3,5
Tampa Bay Lightning,Ottawa Senators,3,3
Columbus Blue Jackets,Tampa Bay Lightning,0,5
Winnipeg Jets,Nashville Predators,5,4
Washington Capitals,Pittsburgh Penguins,3,4
Columbus Blue Jackets,Detroit Red Wings,5,3
Toronto Maple Leafs,Los Angeles Kings,3,2
St Louis Blues,Colorado Avalanche,3,1
Colorado Avalanche,Edmonton Oilers,5,1
Dallas Stars,Los Angeles Kings,3,2
Dallas Stars,Arizona Coyotes,4,1
Winnipeg Jets,Columbus Blue Jackets,3,5
Columbus Blue Jackets,Calgary Flames,1,0
Colorado Avalanche,St Louis Blues,2,4
NY Rangers Rangers,Washington Capitals,2,1
Columbus Blue Jackets,Colorado Avalanche,2,1
Toronto Maple Leafs,Buffalo Sabres,5,2
St Louis Blues,Florida Panthers,4,7
San Diego Sockers,Columbus Blue Jackets,4,2
Nashville Predators,NY Rangers Rangers,1,1
Ottawa Senators,Buffalo Sabres,3,3
Arizona Coyotes,San Jose Sharks,2,2
Philadelphia Flyers,Colorado Avalanche,0,4
Washington Capitals,Arizona Coyotes,4,1
Calgary Flames,NY Rangers Rangers,1,4
New Jersey Devils,Calgary Flames,3,4
Florida Panthers,Winnipeg Jets,6,4
Tampa Bay Lightning,Winnipeg Jets,4,6
San Jose Sharks,Vegas Golden Knights,3,5
Toronto Maple Leafs,San Jose Sharks,4,5
Columbus Blue Jackets,NY Islanders Islanders,2,3
Chicago Blackhawks,Colorado Avalanche,0,3
Los Angeles Kings,Chicago Blackhawks,3,5
San Jose Sharks,New Jersey Devils,4,0
Boston Bruins,Tampa Bay Lightning,4,0
Dallas Stars,Minnesota Wild,4,5
Vancouver Canucks,San Jose Sharks,1,4
San Diego Sockers,Colorado Avalanche,0,3
Toronto Maple Leafs,Winnipeg Jets,2,4
Philadelphia Flyers,New Jersey Devils,1,4
Vancouver Canucks,Philadelphia Flyers,1,4
Detroit Red Wings,Tampa Bay Lightning,2,3
Minnesota Wild,San Jose Sharks,3,1
Pittsburgh Penguins,Philadelphia Flyers,5,4
Philadelphia Flyers,Edmonton Oilers,6,5
NY Islanders Islanders,Ottawa Senators,5,6
Edmonton Oilers,Arizona Coyotes,4,3
NY Rangers Rangers,Vancouver Canucks,3,5
Chicago Blackhawks,Washington Capitals,3,2
Detroit Red Wings,San Diego Sockers,3,4
NY Rangers Rangers,Colorado Avalanche,1,2
Los Angeles Kings,Detroit Red Wings,0,4
Buffalo Sabres,Vegas Golden Knights,1,1
Carolina Hurricanes,Dallas Stars,0,3
Washington Capitals,Carolina Hurricanes,1,3
Toronto Maple Leafs,San Diego Sockers,7,4
San Diego Sockers,New Jersey Devils,4,2
Winnipeg Jets,Carolina Hurricanes,2,1
Ottawa Senators,Nashville Predators,3,3
Chicago Blackhawks,Arizona Coyotes,6,3
Montreal Canadiens,Columbus Blue Jackets,2,5
San Diego Sockers,Vegas Golden Knights,1,4
Philadelphia Flyers,Carolina Hurricanes,3,3
Arizona Coyotes,Los Angeles Kings,3,4
Calgary Flames,San Jose Sharks,2,3
Washington Capitals,NY Rangers Rangers,2,4
Edmonton Oilers,Colorado Avalanche,2,3
Arizona Coyotes,Edmonton Oilers,2,3
Florida Panthers,New Jersey Devils,3,2
Edmonton Oilers,Dallas Stars,2,1
Florida Panthers,Ottawa Senators,1,2
Tampa Bay Lightning,Florida Panthers,5,3
San Jose Sharks,Calgary Flames,2,3
Nashville Predators,Arizona Coyotes,2,2
Edmonton Oilers,Boston Bruins,2,2
Ottawa Senators,Colorado Avalanche,3,4
NY Rangers Rangers,Toronto Maple Leafs,2,4
Dallas Stars,Arizona Coyotes,3,1
NY Islanders Islanders,NY Rangers Rangers,1,1
Carolina Hurricanes,Minnesota Wild,4,4
Nashville Predators,Vancouver Canucks,2,2
Columbus Blue Jackets,Vancouver Canucks,0,3
Detroit Red Wings,Montreal Canadiens,1,2
Pittsburgh Penguins,Calgary Flames,2,2
Los Angeles Kings,Arizona Coyotes,4,2
Dallas Stars,Chicago Blackhawks,4,0
Carolina Hurricanes,Vancouver Canucks,2,3
Washington Capitals,New Jersey Devils,4,3
NY Islanders Islanders,Calgary Flames,4,0
NY Islanders Islanders,Buffalo Sabres,3,4
Vegas Golden Knights,Vancouver Canucks,4,1
Columbus Blue Jackets,Arizona Coyotes,4,1
Carolina Hurricanes,Columbus Blue Jackets,2,1
Toronto Maple Leafs,Pittsburgh Penguins,5,2
Minnesota Wild,Winnipeg Jets,1,3
San Diego Sockers,Edmonton Oilers,4,1
Washington Capitals,Tampa Bay Lightning,3,1
Washington Capitals,Carolina Hurricanes,5,0
Pittsburgh Penguins,St Louis Blues,4,5
Detroit Red Wings,Nashville Predators,5,3
New Jersey Devils,Minnesota Wild,2,4
Chicago Blackhawks,Columbus Blue Jackets,5,1
Calgary Flames,San Diego Sockers,3,2
Los Angeles Kings,Boston Bruins,1,4
Philadelphia Flyers,Ottawa Senators,3,3
Montreal Canadiens,Calgary Flames,5,1
Buffalo Sabres,Vancouver Canucks,2,4
NY Rangers Rangers,Pittsburgh Penguins,4,5
Boston Bruins,Montreal Canadiens,4,1
Florida Panthers,Columbus Blue Jackets,3,7
Nashville Predators,Dallas Stars,5,3
St Louis Blues,San Jose Sharks,3,2
Nashville Predators,Buffalo Sabres,4,7
Colorado Avalanche,Vegas Golden Knights,1,1
Calgary Flames,Pittsburgh Penguins,5,2
Dallas Stars,Columbus Blue Jackets,5,1
Vancouver Canucks,Arizona Coyotes,3,0
Los Angeles Kings,San Jose Sharks,1,2
Detroit Red Wings,Dallas Stars,1,4
Carolina Hurricanes,NY Rangers Rangers,1,4
NY Islanders Islanders,Washington Capitals,3,1
Montreal Canadiens,Dallas Stars,4,2
Nashville Predators,Ottawa Senators,7,5
Colorado Avalanche,Toronto Maple Leafs,4,7
Minnesota Wild,Montreal Canadiens,7,1
Carolina Hurricanes,Los Angeles Kings,0,3
Florida Panthers,Philadelphia Flyers,4,1
Buffalo Sabres,Toronto Maple Leafs,1,2
Winnipeg Jets,San Diego Sockers,3,2
Winnipeg Jets,Ottawa Senators,5,0
NY Islanders Islanders,Philadelphia Flyers,2,3
NY Rangers Rangers,Montreal Canadiens,1,5
San Diego Sockers,Nashville Predators,6,1
Florida Panthers,Calgary Flames,2,4
San Diego Sockers,Columbus Blue Jackets,4,2
Edmonton Oilers,Los Angeles Kings,3,2
Columbus Blue Jackets,Boston Bruins,3,6
Ottawa Senators,Columbus Blue Jackets,3,2
Edmonton Oilers,Detroit Red Wings,0,4
Edmonton Oilers,Detroit Red Wings,3,1
Carolina Hurricanes,San Diego Sockers,2,4
Tampa Bay Lightning,Boston Bruins,3,4
Arizona Coyotes,Philadelphia Flyers,3,3
Toronto Maple Leafs,Detroit Red Wings,4,3
Minnesota Wild,Winnipeg Jets,4,3
Edmonton Oilers,Vancouver Canucks,2,0
Toronto Maple Leafs,Florida Panthers,3,4
St Louis Blues,Buffalo Sabres,3,2
Vancouver Canucks,Arizona Coyotes,4,3
Detroit Red Wings,Ottawa Senators,4,4
Dallas Stars,Edmonton Oilers,5,1
Buffalo Sabres,Carolina Hurricanes,1,3
St Louis Blues,Dallas Stars,4,3
San Diego Sockers,San Jose Sharks,3,2
Carolina Hurricanes,Colorado Avalanche,1,2
Edmonton Oilers,Minnesota Wild,2,5
Edmonton Oilers,Philadelphia Flyers,6,3
Tampa Bay Lightning,Ottawa Senators,4,7
Detroit Red Wings,Washington Capitals,1,0
Los Angeles Kings,NY Islanders Islanders,2,1
Tampa Bay Lightning,Montreal Canadiens,3,3
Ottawa Senators,Vancouver Canucks,0,3
San Diego Sockers,Minnesota Wild,1,2
Chicago Blackhawks,Arizona Coyotes,4,0
Arizona Coyotes,Philadelphia Flyers,4,3
Dallas Stars,Vancouver Canucks,2,2
Minnesota Wild,Calgary Flames,1,2
Pittsburgh Penguins,Toronto Maple Leafs,5,3
Washington Capitals,Edmonton Oilers,2,1
Washington Capitals,NY Rangers Rangers,4,2
Colorado Avalanche,Los Angeles Kings,1,7
NY Islanders Islanders,Vegas Golden Knights,6,3
Colorado Avalanche,Minnesota Wild,0,4
Calgary Flames,Edmonton Oilers,3,7
Philadelphia Flyers,Columbus Blue Jackets,3,5
New Jersey Devils,Carolina Hurricanes,1,3
San Diego Sockers,Dallas Stars,2,0
Buffalo Sabres,Nashville Predators,0,4
Tampa Bay Lightning,NY Islanders Islanders,3,5
Carolina Hurricanes,NY Islanders Islanders,0,3
San Jose Sharks,Montreal Canadiens,2,1
Boston Bruins,Montreal Canadiens,2,4
Montreal Canadiens,Ottawa Senators,2,1
San Diego Sockers,St Louis Blues,2,1
Ottawa Senators,NY Islanders Islanders,3,0
Vegas Golden Knights,Los Angeles Kings,4,2
Arizona Coyotes,Dallas Stars,2,3
Florida Panthers,New Jersey Devils,2,1
Nashville Predators,Edmonton Oilers,2,0
Toronto Maple Leafs,Chicago Blackhawks,1,2
Washington Capitals,Nashville Predators,4,1
Ottawa Senators,Buffalo Sabres,4,5
Dallas Stars,San Jose Sharks,1,0
New Jersey Devils,Buffalo Sabres,2,1
Boston Bruins,Colorado Avalanche,0,4
St Louis Blues,San Diego Sockers,2,1
San Diego Sockers,St Louis Blues,2,4
Tampa Bay Lightning,Buffalo Sabres,2,1
Washington Capitals,Philadelphia Flyers,2,1
Colorado Avalanche,Los Angeles Kings,1,2
Detroit Red Wings,Chicago Blackhawks,1,5
Los Angeles Kings,Arizona Coyotes,2,2
Winnipeg Jets,NY Rangers Rangers,1,2
NY Rangers Rangers,Buffalo Sabres,3,4
Washington Capitals,Toronto Maple Leafs,2,2
Chicago Blackhawks,San Jose Sharks,3,1
Arizona Coyotes,Minnesota Wild,1,3
Toronto Maple Leafs,Carolina Hurricanes,0,1
Minnesota Wild,Buffalo Sabres,1,2
Toronto Maple Leafs,Carolina Hurricanes,8,1
Colorado Avalanche,Arizona Coyotes,5,2
Chicago Blackhawks,Montreal Canadiens,0,2
Calgary Flames,San Jose Sharks,1,2
Washington Capitals,New Jersey Devils,1,1
Florida Panthers,San Jose Sharks,1,2
Columbus Blue Jackets,St Louis Blues,3,1
Pittsburgh Penguins,Vancouver Canucks,4,0
Boston Bruins,Dallas Stars,2,3
Toronto Maple Leafs,Minnesota Wild,4,2
NY Rangers Rangers,Toronto Maple Leafs,0,4
Washington Capitals,NY Rangers Rangers,5,2
Chicago Blackhawks,Minnesota Wild,1,2
Buffalo Sabres,Colorado Avalanche,2,0
Calgary Flames,Philadelphia Flyers,2,1
Calgary Flames,New Jersey Devils,1,2
New Jersey Devils,Nashville Predators,1,3
New Jersey Devils,Washington Capitals,0,1
Toronto Maple Leafs,Philadelphia Flyers,6,3
San Diego Sockers,Chicago Blackhawks,2,3
Edmonton Oilers,NY Rangers Rangers,1,3
Dallas Stars,Minnesota Wild,6,1
Montreal Canadiens,Ottawa Senators,4,1
Toronto Maple Leafs,Ottawa Senators,2,3
Dallas Stars,Washington Capitals,4,3
Ottawa Senators,Toronto Maple Leafs,3,4
Ottawa Senators,Colorado Avalanche,4,3
Tampa Bay Lightning,Chicago Blackhawks,5,4
NY Rangers Rangers,Pittsburgh Penguins,4,3
San Jose Sharks,St Louis Blues,0,4
Philadelphia Flyers,NY Islanders Islanders,4,0
Toronto Maple Leafs,St Louis Blues,4,1
Arizona Coyotes,St Louis Blues,0,3
Tampa Bay Lightning,Buffalo Sabres,1,4
Colorado Avalanche,Winnipeg Jets,3,2
Montreal Canadiens,NY Islanders Islanders,4,5
Tampa Bay Lightning,Washington Capitals,1,2
Edmonton Oilers,Calgary Flames,1,1
Detroit Red Wings,Tampa Bay Lightning,2,1
Washington Capitals,Philadelphia Flyers,3,2
Toronto Maple Leafs,Ottawa Senators,6,3
Detroit Red Wings,Dallas Stars,3,1
Toronto Maple Leafs,Tampa Bay Lightning,4,1
Vegas Golden Knights,Los Angeles Kings,1,4
Colorado Avalanche,St Louis Blues,1,5
San Diego Sockers,Philadelphia Flyers,2,3
Montreal Canadiens,Boston Bruins,1,3
New Jersey Devils,Toronto Maple Leafs,4,4
Los Angeles Kings,Tampa Bay Lightning,2,5
Calgary Flames,San Jose Sharks,4,5
San Diego Sockers,Arizona Coyotes,3,4
San Diego Sockers,Winnipeg Jets,3,1
Detroit Red Wings,Edmonton Oilers,1,2
NY Islanders Islanders,Los Angeles Kings,4,3
St Louis Blues,Nashville Predators,0,4
Arizona Coyotes,Tampa Bay Lightning,1,4
Philadelphia Flyers,Pittsburgh Penguins,4,0
Boston Bruins,Detroit Red Wings,6,5
Philadelphia Flyers,St Louis Blues,6,3
Minnesota Wild,Carolina Hurricanes,2,2
Florida Panthers,Detroit Red Wings,4,1
Dallas Stars,Chicago Blackhawks,2,2
Edmonton Oilers,Carolina Hurricanes,3,2
Calgary Flames,Tampa Bay Lightning,4,7
Tampa Bay Lightning,Carolina Hurricanes,4,3
Montreal Canadiens,Los Angeles Kings,0,4
Winnipeg Jets,Columbus Blue Jackets,6,4
Calgary Flames,Colorado Avalanche,5,1
Buffalo Sabres,Boston Bruins,0,3
Philadelphia Flyers,Washington Capitals,2,2
Edmonton Oilers,San Jose Sharks,3,5
Buffalo Sabres,Calgary Flames,1,5
Ottawa Senators,St Louis Blues,1,4
Montreal Canadiens,St Louis Blues,3,4
Winnipeg Jets,NY Islanders Islanders,2,6
NY Islanders Islanders,Vancouver Canucks,5,2
Edmonton Oilers,Winnipeg Jets,3,2
San Jose Sharks,Arizona Coyotes,4,1
Montreal Canadiens,St Louis Blues,3,0
Florida Panthers,NY Rangers Rangers,3,3
Boston Bruins,NY Islanders Islanders,2,4
Tampa Bay Lightning,Detroit Red Wings,4,1
Philadelphia Flyers,Los Angeles Kings,1,4
Edmonton Oilers,Vegas Golden Knights,8,2
Florida Panthers,Columbus Blue Jackets,1,1
Dallas Stars,Detroit Red Wings,2,3
Calgary Flames,San Jose Sharks,3,2
Chicago Blackhawks,Colorado Avalanche,4,0
Philadelphia Flyers,New Jersey Devils,3,1
Florida Panthers,Carolina Hurricanes,2,2
Boston Bruins,San Diego Sockers,3,4
Dallas Stars,Carolina Hurricanes,5,2
Pittsburgh Penguins,Los Angeles Kings,0,1
Edmonton Oilers,Colorado Avalanche,4,1
Vancouver Canucks,San Jose Sharks,1,4
Calgary Flames,Montreal Canadiens,2,6
Nashville Predators,Minnesota Wild,3,0
Tampa Bay Lightning,Toronto Maple Leafs,2,3
Boston Bruins,Ottawa Senators,1,1
Colorado Avalanche,St Louis Blues,5,2
NY Islanders Islanders,Edmonton Oilers,1,2
Winnipeg Jets,Chicago Blackhawks,6,2
Boston Bruins,Chicago Blackhawks,7,4
Arizona Coyotes,NY Rangers Rangers,1,1
Los Angeles Kings,Winnipeg Jets,3,3
Florida Panthers,Tampa Bay Lightning,5,8
Tampa Bay Lightning,NY Islanders Islanders,6,2
Dallas Stars,St Louis Blues,4,2
Nashville Predators,Minnesota Wild,3,0
Los Angeles Kings,San Diego Sockers,2,4
St Louis Blues,Montreal Canadiens,3,1
Toronto Maple Leafs,Nashville Predators,6,2
San Diego Sockers,Vegas Golden Knights,2,4
Vegas Golden Knights,Philadelphia Flyers,1,4
Detroit Red Wings,Vancouver Canucks,3,1
Montreal Canadiens,Toronto Maple Leafs,4,1
Chicago Blackhawks,NY Islanders Islanders,1,1
Nashville Predators,Detroit Red Wings,1,3
Washington Capitals,NY Islanders Islanders,4,3
St Louis Blues,Los Angeles Kings,4,2
Dallas Stars,Boston Bruins,3,6
San Diego Sockers,Minnesota Wild,3,1
St Louis Blues,Colorado Avalanche,5,1
NY Islanders Islanders,NY Rangers Rangers,3,0
Los Angeles Kings,Tampa Bay Lightning,3,1
Tampa Bay Lightning,Toronto Maple Leafs,3,3
Buffalo Sabres,Ottawa Senators,4,0
Detroit Red Wings,San Jose Sharks,1,1
Chicago Blackhawks,Colorado Avalanche,6,3
NY Rangers Rangers,Buffalo Sabres,6,3
Calgary Flames,Boston Bruins,5,4
Montreal Canadiens,Boston Bruins,4,2
Pittsburgh Penguins,Philadelphia Flyers,2,6
Washington Capitals,Winnipeg Jets,5,3
Ottawa Senators,St Louis Blues,3,3
Pittsburgh Penguins,New Jersey Devils,2,3
Minnesota Wild,Pittsburgh Penguins,6,2
NY Islanders Islanders,Philadelphia Flyers,5,4
Pittsburgh Penguins,Ottawa Senators,4,0
NY Islanders Islanders,Tampa Bay Lightning,6,7
Toronto Maple Leafs,New Jersey Devils,4,2
Detroit Red Wings,Arizona Coyotes,5,1
Winnipeg Jets,Colorado Avalanche,3,2
St Louis Blues,Vancouver Canucks,4,3
Winnipeg Jets,San Diego Sockers,2,3
NY Islanders Islanders,Washington Capitals,3,2
San Diego Sockers,Arizona Coyotes,5,4
Dallas Stars,Calgary Flames,1,3
Winnipeg Jets,Boston Bruins,4,4
Pittsburgh Penguins,Washington Capitals,6,2
Nashville Predators,NY Islanders Islanders,1,2
Winnipeg Jets,Chicago Blackhawks,2,5
Toronto Maple Leafs,Minnesota Wild,2,3
Montreal Canadiens,Buffalo Sabres,3,2
San Jose Sharks,Carolina Hurricanes,4,3
Detroit Red Wings,Ottawa Senators,1,3
San Jose Sharks,Colorado Avalanche,3,2
Pittsburgh Penguins,New Jersey Devils,4,1
Florida Panthers,Philadelphia Flyers,7,1
Boston Bruins,NY Rangers Rangers,2,3
NY Islanders Islanders,Winnipeg Jets,2,4
Nashville Predators,Chicago Blackhawks,3,2
Ottawa Senators,Pittsburgh Penguins,3,5
Montreal Canadiens,Florida Panthers,5,1
Minnesota Wild,Chicago Blackhawks,4,1
Detroit Red Wings,Calgary Flames,8,2
Edmonton Oilers,Toronto Maple Leafs,2,4
Arizona Coyotes,Washington Capitals,3,0
Minnesota Wild,Dallas Stars,3,6
Boston Bruins,Columbus Blue Jackets,4,5
Vancouver Canucks,San Diego Sockers,0,5
Vancouver Canucks,Montreal Canadiens,5,7
Toronto Maple Leafs,Dallas Stars,3,1
Colorado Avalanche,Calgary Flames,2,3
Colorado Avalanche,Columbus Blue Jackets,2,3
Ottawa Senators,San Jose Sharks,6,5
Calgary Flames,San Diego Sockers,8,3
Vancouver Canucks,San Diego Sockers,4,1
San Jose Sharks,Minnesota Wild,4,5
Vegas Golden Knights,San Jose Sharks,3,2
Vancouver Canucks,Vegas Golden Knights,2,5
New Jersey Devils,Carolina Hurricanes,1,3
Vancouver Canucks,San Jose Sharks,4,3
Detroit Red Wings,Carolina Hurricanes,4,2
Florida Panthers,Boston Bruins,1,3
Arizona Coyotes,Montreal Canadiens,5,2
San Jose Sharks,Vancouver Canucks,3,1
Edmonton Oilers,Ottawa Senators,1,6
Ottawa Senators,Tampa Bay Lightning,1,4
NY Islanders Islanders,Carolina Hurricanes,6,4
Chicago Blackhawks,Edmonton Oilers,4,2
Washington Capitals,Edmonton Oilers,1,0
Winnipeg Jets,Florida Panthers,3,3
Ottawa Senators,Boston Bruins,2,1
Pittsburgh Penguins,New Jersey Devils,6,4
Ottawa Senators,Buffalo Sabres,2,3
San Diego Sockers,San Jose Sharks,3,2
Los Angeles Kings,St Louis Blues,5,1
Carolina Hurricanes,Boston Bruins,3,2
